eval_id,spearman_corr,spearman_p_value,kendall_corr,kendall_p_value,top1_recall,top3_recall,top5_recall,top1_hit_in_top3,top1_hit_in_top5,top3_hit_in_top5
61,0.4156028368794326,0.0040741511028473286,0.28309178743961355,0.005534300848803167,0.0,0.3333333333333333,0.6,0,1,1
62,0.8317607153869873,8.075148170265347e-13,0.6772946859903383,3.197532087839558e-11,0.0,0.6666666666666666,1.0,1,1,1
63,0.9049028677150786,6.2512194728218444e-18,0.7410628019323672,3.812039424065878e-13,0.0,0.6666666666666666,0.8,1,1,1
64,0.4545790934320074,0.0015051383122920239,0.3739130434782609,0.00024813733433018306,1.0,0.6666666666666666,0.8,1,1,1
65,0.771199506629664,3.5834117269837474e-10,0.603864734299517,3.2668341133718106e-09,0.0,0.3333333333333333,0.8,1,1,1
66,0.8518655565834105,6.105406290601799e-14,0.685024154589372,1.907681963476234e-11,1.0,0.6666666666666666,0.6,1,1,1
67,0.24983040394696268,0.09403821179246573,0.1922705314009662,0.059543037453730054,0.0,0.0,0.2,0,0,0
68,0.7460376194881282,2.6782864785203955e-09,0.578743961352657,1.4161630432323268e-08,1.0,0.6666666666666666,0.6,1,1,1
69,0.9386987357385137,5.669048750887359e-22,0.7816425120772947,1.863173978172736e-14,1.0,1.0,1.0,1,1,1
70,0.8326241134751773,7.278969858182111e-13,0.646376811594203,2.385858440866336e-10,1.0,0.6666666666666666,0.4,1,1,1
71,0.9410422448350293,2.463744073138798e-22,0.8048309178743962,3.0961066445279464e-15,1.0,1.0,1.0,1,1,1
